raw_weight,normalized_weight,mean_theoretical,variance_theoretical,mean_empirical,variance_empirical
1.0000732984336744,0.00013121525973975773,694.1128689046114,67292.03833915491,680.0,68760.84848484848
1.0010734451092236,0.00013134648462698908,693.9194718591675,67301.65261156298,684.98,66455.79757575758
1.0020755942274786,0.00013147797224600236,693.7258244204448,67311.24395209085,661.71,80803.58171717172
1.0030797518082486,0.00013160972338663052,693.5319260871196,67320.81226054381,687.85,69910.20959595959
1.0040859238954967,0.00013174173884187556,693.3377763564848,67330.35743634985,701.21,66269.27868686868
1.00509411655746,0.00013187401940792452,693.1433747244486,67339.87937855913,668.4,77681.19191919192
1.0061043358867736,0.00013200656588416542,692.9487206855273,67349.37798584183,717.8,42376.545454545456
1.0071165880005908,0.00013213937907320333,692.7538137328412,67358.85315648664,719.45,57325.906565656565
1.008130879040708,0.0001322724597808766,692.5586533581104,67368.30478839914,661.18,68293.2602020202
1.0091472151736898,0.00013240580881627328,692.3632390516477,67377.73277910089,703.39,76170.70494949495
1.0101656025909913,0.00013253942699174723,692.167570302355,67387.13702572673,696.8,74096.96969696971
1.0111860475090868,0.00013267331512293494,691.9716465977183,67396.51742502442,640.03,80451.54454545454
1.0122085561695944,0.00013280747402877194,691.775467423803,67405.8738733519,650.02,70077.75717171718
1.0132331348394035,0.00013294190453150945,691.5790322652468,67415.206266677,686.74,67677.56808080808
1.0142597898108037,0.0001330766074567314,691.3823406052566,67424.51450057456,694.71,57565.682727272724
1.0152885274016126,0.00013321158363337112,691.185391925604,67433.79847022553,729.52,62719.9490909091
1.016319353955306,0.0001333468338937284,690.9881857066165,67443.05807041551,661.25,67063.58333333333
1.017352275841148,0.00013348235907348664,690.7907214271767,67452.29319553275,682.85,68496.2095959596
1.0183872994543222,0.00013361816001173003,690.5929985647142,67461.50373956643,664.97,68264.55464646465
1.0194244312160645,0.0001337542375509609,690.3950165952018,67470.68959610537,664.2,73746.94949494948
1.020463677573794,0.0001338905925371171,690.1967749931487,67479.85065833654,688.27,73134.17888888891
1.0215050450012486,0.00013402722581958945,689.9982732315972,67488.98681904265,718.0,72070.14141414141
1.0225485399986185,0.0001341641382512397,689.7995107821166,67498.09797060152,692.88,68149.37939393938
1.0235941690926813,0.00013430133068841784,689.6004871147969,67507.18400498357,661.86,85209.96
1.0246419388369383,0.00013443880399098023,689.4012016982457,67516.24481375044,728.72,52548.14303030303
1.0256918558117518,0.00013457655902230755,689.2016539995793,67525.28028805344,678.81,68035.79181818181
1.026743926624482,0.0001347145966493227,689.0018434844217,67534.29031863203,710.61,64866.30090909091
1.0277981579096265,0.00013485291774250924,688.8017696168956,67543.27479581168,689.06,68091.89535353536
1.0288545563289588,0.00013499152317592944,688.6014318596182,67552.2336095022,711.41,59025.23424242424
1.0299131285716703,0.00013513041382724292,688.4008296736972,67561.16664919653,686.63,75175.08393939394
1.0309738813545088,0.00013526959057772494,688.1999625187224,67570.07380396838,685.48,61760.85818181817
1.0320368214219235,0.00013540905431228526,687.9988298527626,67578.95496247109,694.1,65040.23232323233
1.033101955546206,0.00013554880591948676,687.7974311323585,67587.8100129359,629.68,74801.63393939394
1.0341692905276345,0.0001356888462915643,687.5957658125193,67596.63884316926,673.53,51997.76676767677
1.035238833194619,0.0001358291763244438,687.3938333467138,67605.44134055241,607.4,76567.21212121213
1.0363105904038465,0.00013596979691776133,687.1916331868674,67614.21739203879,682.73,79855.16878787878
1.0373845690404282,0.00013611070897488227,686.9891647833562,67622.96688415238,633.46,72874.53373737374
1.0384607760180453,0.00013625191340292062,686.7864275850002,67631.68970298616,714.55,64659.54292929292
1.0395392182790997,0.0001363934111127587,686.5834210390589,67640.38573420036,680.4,76866.54545454544
1.040619902794861,0.00013653520301906642,686.3801445912239,67649.05486302025,749.96,50659.1094949495
1.0417028365656182,0.0001366772900403212,686.1765976856152,67657.69697423489,641.02,76457.2521212121
1.0427880266208307,0.00013681967309882773,685.9727797647732,67666.3119521949,705.73,60676.502121212114
1.0438754800192793,0.0001369623531207379,685.7686902696561,67674.89968081104,699.9,64869.14141414141
1.044965203849221,0.00013710533103607108,685.5643286396304,67683.46004355187,686.14,53129.232727272734
1.0460572052285413,0.00013724860777873394,685.3596943124671,67691.99292344262,654.6,76027.67676767676
1.0471514913049103,0.00013739218428654118,685.154786724336,67700.49820306234,693.31,61000.45848484849
1.048248069255938,0.00013753606150123567,684.9496053097987,67708.97576454357,689.48,69515.22181818182
1.049346946289332,0.00013768024036850938,684.7441495018038,67717.42548956885,662.56,70405.52161616163
1.0504481296430546,0.00013782472183802378,684.5384187316797,67725.84725936968,660.62,69874.86424242424
1.051551626585482,0.00013796950686343086,684.3324124291307,67734.24095472525,698.76,64948.8509090909
1.0526574444155643,0.000138114596402394,684.1261300222275,67742.60645595897,680.48,64358.55515151516
1.0537655904629868,0.00013825999141660932,683.9195709374054,67750.94364293828,668.73,86403.79505050505
1.054876072088331,0.00013840569287182665,683.7127345994545,67759.25239507144,698.95,60660.97727272727
1.055988896683238,0.00013855170173787099,683.5056204315165,67767.53259130649,678.66,77806.10545454545
1.0571040716705735,0.0001386980189886642,683.298227855077,67775.784110129,659.33,72310.28393939394
1.0582216045045911,0.0001388446456022464,683.0905562899582,67784.00682956004,693.36,58221.80848484847
1.0593415026710995,0.00013899158256079795,682.8826051543163,67792.20062715432,673.22,79514.17333333332
1.0604637736876295,0.00013913883085066132,682.6743738646322,67800.36537999834,655.73,80919.00717171717
1.0615884251036019,0.00013928639146236312,682.4658618357059,67808.50096470857,653.44,71665.60242424243
